state,year,State Code,Region,population,population ratio,population  region ratio,area,area density,land,land density,water,water density
Oklahoma,2016,OK,South,3926331,0.012158033,0.032090515,181037,20.76892569,177660,20.38150951,3377,0.387416175
Oregon,2016,OR,West,4089976,0.012664766,0.053422062,254799,15.06085581,248608,14.69491341,6191,0.365942403
Pennsylvania,2016,PA,Northeast,12782275,0.039580799,0.228082505,119280,106.5657277,115883,103.5308201,3397,3.034907587
Puerto Rico,2016,,,3406672,0.010548889,0,13791,269.8517149,8868,173.5222252,4924,96.34905693
Rhode Island,2016,RI,Northeast,1056770,0.003272328,0.018856639,4001,263.423894,2678,176.3182175,1324,87.17151604
South Carolina,2016,SC,South,4957968,0.015352536,0.040522245,82933,55.89631389,77857,52.47512222,5076,3.421191677
South Dakota,2016,SD,Midwest,862996,0.0026723,0.012693444,199729,4.086367027,196350,4.017234181,3379,0.069132846
Tennessee,2016,TN,South,6646010,0.020579622,0.054318875,109153,58.22387841,106798,56.96768542,2355,1.256192992
Texas,2016,TX,South,27914410,0.086438028,0.228148823,695662,36.28482079,676587,35.28989372,19075,0.994927072
Utah,2016,UT,West,3041868,0.009419259,0.039731984,219882,12.62191539,212818,12.21641967,7064,0.405495722
Vermont,2016,VT,Northeast,623657,0.001931178,0.01112832,24906,25.12964747,23871,24.08535352,1035,1.044293951
Virgin Islands,2016,,,,0,0,1898,0,348,0,1550,0
Virginia,2016,VA,South,8410106,0.026042212,0.068737107,110787,72.42455342,102279,66.86263641,8508,5.561917017
Washington,2016,WA,West,7294771,0.022588535,0.09528215,184661,36.51464034,172119,34.0346006,12542,2.480039744
West Virginia,2016,WV,South,1831023,0.005669832,0.014965236,62756,29.54680031,62259,29.3128026,497,0.233997701
Wisconsin,2016,WI,Midwest,5772628,0.017875161,0.084907146,169635,33.54540631,140268,27.73806734,29367,5.807338976
Wyoming,2016,WY,West,584215,0.001809044,0.007630844,253335,2.228223499,251470,2.211819777,1864,0.016394926
Alabama,2017,AL,South,4874486,0.014999086,0.039456044,135767,35.2474239,131171,34.05422407,4597,1.193459439
Alaska,2017,AK,West,739700,0.002276101,0.009574496,1723337,0.41426024,1477953,0.355274195,245384,0.058986046
Arizona,2017,AZ,West,7044008,0.021674835,0.091175919,295234,21.70201264,294207,21.62652009,1026,0.07541904
Arkansas,2017,AR,South,3001345,0.009235319,0.02429409,137732,21.21485203,134771,20.75876937,2961,0.45608266
California,2017,CA,West,39358497,0.121108456,0.509446774,423967,88.02454436,403466,83.7681018,20501,4.256442563
Colorado,2017,CO,West,5611885,0.017268107,0.072638869,269601,18.72155148,268431,18.64030469,1170,0.081246788
Connecticut,2017,CT,Northeast,3573297,0.010995249,0.063741446,14357,249.2940029,12542,217.7784624,1816,31.53290446
Delaware,2017,DE,South,956823,0.002944202,0.007744909,6446,139.5583307,5047,109.2694532,1399,30.28887755
District of Columbia,2017,DC,South,694906,0.002138267,0.005624848,177,3419.355932,158,3052.306425,19,367.0495068
Florida,2017,FL,South,20963613,0.064506295,0.169687887,170312,110.6530192,138887,90.23595444,31424,20.41641502
Georgia,2017,GA,South,10410330,0.03203321,0.084265384,153910,63.10103957,148959,61.07119585,4951,2.02984372
Guam,2017,,,6829827,0.021015787,0,,#DIV/0!,,#DIV/0!,,#DIV/0!
Hawaii,2017,HI,West,1424393,0.004382943,0.018436995,28313,48.17444284,16635,28.30437808,11678,19.87006476
Idaho,2017,ID,West,1717715,0.005285512,0.022233683,216443,7.257088471,214045,7.176686249,2398,0.080402222
Illinois,2017,IL,Midwest,12778828,0.03932122,0.187574223,149995,85.60620687,143793,82.06655759,6202,3.539649289
Indiana,2017,IN,Midwest,6658078,0.020487305,0.0977307,94326,68.80851515,92789,67.68731116,1537,1.121203992
Iowa,2017,IA,Midwest,3141550,0.009666738,0.04611329,145746,20.93192952,144669,20.7772516,1077,0.15467792
Kansas,2017,KS,Midwest,2908718,0.0089503,0.042695662,213100,13.41243548,211754,13.32771873,1346,0.084716744
Kentucky,2017,KY,South,4452268,0.013699896,0.036038442,104656,41.5473647,102269,40.59975004,2387,0.947614657
Louisiana,2017,LA,South,4670560,0.014371593,0.037805385,135659,33.49967197,111898,27.63212389,23761,5.867548085
Maine,2017,ME,Northeast,1334612,0.004106681,0.023807173,91633,14.4885467,79883,12.63069611,11750,1.857850597
Mariana Islands,2017,,,,0,0,5117,0,472,0,4644,0
Maryland,2017,MD,South,6023868,0.018535803,0.048759602,32131,180.1576359,25142,140.9705046,6990,39.19273833
Massachusetts,2017,MA,Northeast,6859789,0.021107982,0.122366786,27336,240.207309,20202,177.5193173,7134,62.68799176
Michigan,2017,MI,Midwest,9973114,0.03068787,0.146390507,250487,39.43322408,146435,23.05270999,104052,16.38051409
Minnesota,2017,MN,Midwest,5566230,0.017127624,0.081703992,225163,23.58659282,206232,21.60350595,18930,1.982982116
Mississippi,2017,MS,South,2988510,0.009195825,0.024190198,125438,23.68140436,121531,22.94380294,3907,0.737601419
Missouri,2017,MO,Midwest,6106670,0.01879059,0.089636849,180540,33.21133267,178040,32.75144383,2501,0.460072798
Montana,2017,MT,West,1052482,0.00323855,0.01362307,380831,2.601408499,376962,2.574979848,3869,0.026428651
Nebraska,2017,NE,Midwest,1915947,0.005895484,0.028123257,200330,9.132641142,198974,9.070823834,1356,0.061817308
Nevada,2017,NV,West,2969905,0.009138576,0.038441725,286380,9.436430617,284332,9.368947518,2048,0.067483099
New Hampshire,2017,NH,Northeast,1348787,0.004150299,0.02406003,24214,54.38019328,23187,52.07374005,1027,2.306453229
New Jersey,2017,NJ,Northeast,8885525,0.027341293,0.158502416,22591,389.5111328,19047,328.405938,3544,61.10519474
New Mexico,2017,NM,West,2091784,0.006436545,0.027075541,314917,6.555860751,314161,6.540122538,757,0.01575903
New York,2017,NY,Northeast,19589572,0.060278288,0.349444124,141297,137.2985838,122057,118.6030365,19240,18.69554734
North Carolina,2017,NC,South,10268233,0.031595969,0.083115194,139391,68.68680905,125920,62.04879078,13471,6.63801827
North Dakota,2017,ND,Midwest,754942,0.002323002,0.011081428,183108,3.684792581,178711,3.596309102,4397,0.08848348
Ohio,2017,OH,Midwest,11659650,0.035877443,0.171146351,116098,99.39306448,105829,90.60163501,10269,8.791429475
Oklahoma,2017,OK,South,3931316,0.012096895,0.031821648,181037,20.76892569,177660,20.38150951,3377,0.387416175
Oregon,2017,OR,West,4143625,0.012750183,0.05363407,254799,15.06085581,248608,14.69491341,6191,0.365942403
Pennsylvania,2017,PA,Northeast,12787641,0.039348339,0.228109425,119280,106.5657277,115883,103.5308201,3397,3.034907587
Puerto Rico,2017,,,3325286,0.010232105,0,13791,269.8517149,8868,173.5222252,4924,96.34905693
Rhode Island,2017,RI,Northeast,1055673,0.003248369,0.018831383,4001,263.423894,2678,176.3182175,1324,87.17151604
South Carolina,2017,SC,South,5021268,0.015450743,0.040644156,82933,55.89631389,77857,52.47512222,5076,3.421191677
South Dakota,2017,SD,Midwest,872868,0.002685867,0.012812406,199729,4.086367027,196350,4.017234181,3379,0.069132846
Tennessee,2017,TN,South,6708799,0.020643377,0.054303708,109153,58.22387841,106798,56.96768542,2355,1.256192992
Texas,2017,TX,South,28295273,0.087066253,0.229033282,695662,36.28482079,676587,35.28989372,19075,0.994927072
Utah,2017,UT,West,3101042,0.009542092,0.04013913,219882,12.62191539,212818,12.21641967,7064,0.405495722
Vermont,2017,VT,Northeast,624344,0.001921144,0.011137218,24906,25.12964747,23871,24.08535352,1035,1.044293951
Virgin Islands,2017,,,,0,0,1898,0,348,0,1550,0
Virginia,2017,VA,South,8463587,0.026042965,0.068507666,110787,72.42455342,102279,66.86263641,8508,5.561917017
Washington,2017,WA,West,7423362,0.02284213,0.096086185,184661,36.51464034,172119,34.0346006,12542,2.480039744
West Virginia,2017,WV,South,1817004,0.00559103,0.014707559,62756,29.54680031,62259,29.3128026,497,0.233997701
Wisconsin,2017,WI,Midwest,5790186,0.01781675,0.084991334,169635,33.54540631,140268,27.73806734,29367,5.807338976
Wyoming,2017,WY,West,578931,0.001781405,0.007493541,253335,2.228223499,251470,2.211819777,1864,0.016394926
Alabama,2018,AL,South,4887681,0.014961335,0.0392366,135767,35.2474239,131171,34.05422407,4597,1.193459439
Alaska,2018,AK,West,735139,0.002250282,0.00944486,1723337,0.41426024,1477953,0.355274195,245384,0.058986046
Arizona,2018,AZ,West,7158024,0.021910921,0.091964291,295234,21.70201264,294207,21.62652009,1026,0.07541904
Arkansas,2018,AR,South,3009733,0.009212881,0.024161088,137732,21.21485203,134771,20.75876937,2961,0.45608266
California,2018,CA,West,39461588,0.120793076,0.506991447,423967,88.02454436,403466,83.7681018,20501,4.256442563
Colorado,2018,CO,West,5691287,0.017421196,0.073120064,269601,18.72155148,268431,18.64030469,1170,0.081246788
Connecticut,2018,CT,Northeast,3571520,0.010932527,0.063724093,14357,249.2940029,12542,217.7784624,1816,31.53290446
Delaware,2018,DE,South,965479,0.002955359,0.007750529,6446,139.5583307,5047,109.2694532,1399,30.28887755
District of Columbia,2018,DC,South,701547,0.002147456,0.005631775,177,3419.355932,158,3052.306425,19,367.0495068
Florida,2018,FL,South,21244317,0.065029476,0.170541974,170312,110.6530192,138887,90.23595444,31424,20.41641502
Georgia,2018,GA,South,10511131,0.03217488,0.084379697,153910,63.10103957,148959,61.07119585,4951,2.02984372
Guam,2018,,,6861165,0.021002227,0,,#DIV/0!,,#DIV/0!,,#DIV/0!
Hawaii,2018,HI,West,1420593,0.004348477,0.018251382,28313,48.17444284,16635,28.30437808,11678,19.87006476
Idaho,2018,ID,West,1750536,0.005358442,0.022490397,216443,7.257088471,214045,7.176686249,2398,0.080402222
Illinois,2018,IL,Midwest,12723071,0.038945693,0.186455154,149995,85.60620687,143793,82.06655759,6202,3.539649289
Indiana,2018,IN,Midwest,6695497,0.020495112,0.098121745,94326,68.80851515,92789,67.68731116,1537,1.121203992
Iowa,2018,IA,Midwest,3148618,0.009638012,0.046142638,145746,20.93192952,144669,20.7772516,1077,0.15467792
Kansas,2018,KS,Midwest,2911359,0.008911755,0.042665634,213100,13.41243548,211754,13.32771873,1346,0.084716744
Kentucky,2018,KY,South,4461153,0.01365572,0.035812582,104656,41.5473647,102269,40.59975004,2387,0.947614657
Louisiana,2018,LA,South,4659690,0.014263447,0.037406368,135659,33.49967197,111898,27.63212389,23761,5.867548085
Maine,2018,ME,Northeast,1339057,0.004098893,0.023891842,91633,14.4885467,79883,12.63069611,11750,1.857850597
Mariana Islands,2018,,,,0,0,5117,0,472,0,4644,0
Maryland,2018,MD,South,6035802,0.018475767,0.048453315,32131,180.1576359,25142,140.9705046,6990,39.19273833
Massachusetts,2018,MA,Northeast,6882635,0.021067947,0.122801964,27336,240.207309,20202,177.5193173,7134,62.68799176
Michigan,2018,MI,Midwest,9984072,0.030561537,0.146315436,250487,39.43322408,146435,23.05270999,104052,16.38051409
Minnesota,2018,MN,Midwest,5606249,0.017160892,0.08215894,225163,23.58659282,206232,21.60350595,18930,1.982982116
Mississippi,2018,MS,South,2981020,0.009124989,0.02393059,125438,23.68140436,121531,22.94380294,3907,0.737601419
Missouri,2018,MO,Midwest,6121623,0.018738467,0.089711687,180540,33.21133267,178040,32.75144383,2501,0.460072798
Montana,2018,MT,West,1060665,0.003246727,0.013627127,380831,2.601408499,376962,2.574979848,3869,0.026428651
Nebraska,2018,NE,Midwest,1925614,0.005894361,0.028219654,200330,9.132641142,198974,9.070823834,1356,0.061817308
Nevada,2018,NV,West,3027341,0.009266779,0.038894431,286380,9.436430617,284332,9.368947518,2048,0.067483099
New Hampshire,2018,NH,Northeast,1353465,0.004142996,0.024148914,24214,54.38019328,23187,52.07374005,1027,2.306453229
New Jersey,2018,NJ,Northeast,8886025,0.027200383,0.158547027,22591,389.5111328,19047,328.405938,3544,61.10519474
New Mexico,2018,NM,West,2092741,0.006405941,0.026886951,314917,6.555860751,314161,6.540122538,757,0.01575903
New York,2018,NY,Northeast,19530351,0.059782976,0.34846617,141297,137.2985838,122057,118.6030365,19240,18.69554734
North Carolina,2018,NC,South,10381615,0.031778427,0.083339988,139391,68.68680905,125920,62.04879078,13471,6.63801827
North Dakota,2018,ND,Midwest,758080,0.002320505,0.011109576,183108,3.684792581,178711,3.596309102,4397,0.08848348
Ohio,2018,OH,Midwest,11676341,0.035741621,0.171115446,116098,99.39306448,105829,90.60163501,10269,8.791429475
Oklahoma,2018,OK,South,3940235,0.012061175,0.031630834,181037,20.76892569,177660,20.38150951,3377,0.387416175
Oregon,2018,OR,West,4181886,0.012800875,0.053727702,254799,15.06085581,248608,14.69491341,6191,0.365942403
Pennsylvania,2018,PA,Northeast,12800922,0.039183997,0.228397752,119280,106.5657277,115883,103.5308201,3397,3.034907587
Puerto Rico,2018,,,3193354,0.00977495,0,13791,269.8517149,8868,173.5222252,4924,96.34905693
Rhode Island,2018,RI,Northeast,1058287,0.003239447,0.018882263,4001,263.423894,2678,176.3182175,1324,87.17151604
South Carolina,2018,SC,South,5084156,0.01556275,0.040813833,82933,55.89631389,77857,52.47512222,5076,3.421191677
South Dakota,2018,SD,Midwest,878698,0.00268972,0.012877219,199729,4.086367027,196350,4.017234181,3379,0.069132846
Tennessee,2018,TN,South,6771631,0.020728161,0.054360294,109153,58.22387841,106798,56.96768542,2355,1.256192992
Texas,2018,TX,South,28628666,0.087633184,0.229820955,695662,36.28482079,676587,35.28989372,19075,0.994927072
Utah,2018,UT,West,3153550,0.009653109,0.040515928,219882,12.62191539,212818,12.21641967,7064,0.405495722
Vermont,2018,VT,Northeast,624358,0.001911178,0.011139976,24906,25.12964747,23871,24.08535352,1035,1.044293951
Virgin Islands,2018,,,,0,0,1898,0,348,0,1550,0
Virginia,2018,VA,South,8501286,0.026022685,0.068245362,110787,72.42455342,102279,66.86263641,8508,5.561917017
Washington,2018,WA,West,7523869,0.023030783,0.096664565,184661,36.51464034,172119,34.0346006,12542,2.480039744
West Virginia,2018,WV,South,1804291,0.005522988,0.014484219,62756,29.54680031,62259,29.3128026,497,0.233997701
Wisconsin,2018,WI,Midwest,5807406,0.01777664,0.085106873,169635,33.54540631,140268,27.73806734,29367,5.807338976
Wyoming,2018,WY,West,577601,0.001768054,0.007420856,253335,2.228223499,251470,2.211819777,1864,0.016394926
Alabama,2019,AL,South,4903185,0.014937826,0.039044175,135767,35.2474239,131171,34.05422407,4597,1.193459439
Alaska,2019,AK,West,731545,0.002228693,0.009337211,1723337,0.41426024,1477953,0.355274195,245384,0.058986046
Arizona,2019,AZ,West,7278717,0.022175017,0.092903265,295234,21.70201264,294207,21.62652009,1026,0.07541904
Arkansas,2019,AR,South,3017804,0.009193908,0.024030843,137732,21.21485203,134771,20.75876937,2961,0.45608266
California,2019,CA,West,39512223,0.120376189,0.504321644,423967,88.02454436,403466,83.7681018,20501,4.256442563
Colorado,2019,CO,West,5758736,0.01754431,0.073502703,269601,18.72155148,268431,18.64030469,1170,0.081246788
Connecticut,2019,CT,Northeast,3565287,0.010861846,0.063685396,14357,249.2940029,12542,217.7784624,1816,31.53290446
Delaware,2019,DE,South,973764,0.002966626,0.007754105,6446,139.5583307,5047,109.2694532,1399,30.28887755
District of Columbia,2019,DC,South,705749,0.002150104,0.005619896,177,3419.355932,158,3052.306425,19,367.0495068
Florida,2019,FL,South,21477737,0.065433123,0.171027714,170312,110.6530192,138887,90.23595444,31424,20.41641502
Georgia,2019,GA,South,10617423,0.032346571,0.084546784,153910,63.10103957,148959,61.07119585,4951,2.02984372
Guam,2019,,,6892503,0.020998395,0,,#DIV/0!,,#DIV/0!,,#DIV/0!
Hawaii,2019,HI,West,1415872,0.004313533,0.018071747,28313,48.17444284,16635,28.30437808,11678,19.87006476
Idaho,2019,ID,West,1787065,0.005444393,0.022809538,216443,7.257088471,214045,7.176686249,2398,0.080402222
Illinois,2019,IL,Midwest,12671821,0.038605409,0.185453033,149995,85.60620687,143793,82.06655759,6202,3.539649289
Indiana,2019,IN,Midwest,6732219,0.02051008,0.09852652,94326,68.80851515,92789,67.68731116,1537,1.121203992
Iowa,2019,IA,Midwest,3155070,0.009612097,0.046174682,145746,20.93192952,144669,20.7772516,1077,0.15467792
Kansas,2019,KS,Midwest,2913314,0.008875573,0.042636565,213100,13.41243548,211754,13.32771873,1346,0.084716744
Kentucky,2019,KY,South,4467673,0.013611015,0.035576183,104656,41.5473647,102269,40.59975004,2387,0.947614657
Louisiana,2019,LA,South,4648794,0.01416281,0.037018454,135659,33.49967197,111898,27.63212389,23761,5.867548085
Maine,2019,ME,Northeast,1344212,0.004095217,0.024011159,91633,14.4885467,79883,12.63069611,11750,1.857850597
Mariana Islands,2019,,,,0,0,5117,0,472,0,4644,0
Maryland,2019,MD,South,6045680,0.018418501,0.048141889,32131,180.1576359,25142,140.9705046,6990,39.19273833
Massachusetts,2019,MA,Northeast,6892503,0.020998395,0.123118219,27336,240.207309,20202,177.5193173,7134,62.68799176
Michigan,2019,MI,Midwest,9986857,0.030425516,0.146158387,250487,39.43322408,146435,23.05270999,104052,16.38051409
Minnesota,2019,MN,Midwest,5639632,0.017181453,0.082536429,225163,23.58659282,206232,21.60350595,18930,1.982982116
Mississippi,2019,MS,South,2976149,0.009067004,0.023699143,125438,23.68140436,121531,22.94380294,3907,0.737601419
Missouri,2019,MO,Midwest,6137428,0.018698016,0.08982171,180540,33.21133267,178040,32.75144383,2501,0.460072798
Montana,2019,MT,West,1068778,0.003256092,0.013641548,380831,2.601408499,376962,2.574979848,3869,0.026428651
Nebraska,2019,NE,Midwest,1934408,0.005893282,0.028310203,200330,9.132641142,198974,9.070823834,1356,0.061817308
Nevada,2019,NV,West,3080156,0.009383867,0.039314147,286380,9.436430617,284332,9.368947518,2048,0.067483099
New Hampshire,2019,NH,Northeast,1359711,0.004142435,0.024288012,24214,54.38019328,23187,52.07374005,1027,2.306453229
New Jersey,2019,NJ,Northeast,8882190,0.027060087,0.158659258,22591,389.5111328,19047,328.405938,3544,61.10519474
New Mexico,2019,NM,West,2096829,0.006388106,0.026763269,314917,6.555860751,314161,6.540122538,757,0.01575903
New York,2019,NY,Northeast,19453561,0.059266358,0.347491729,141297,137.2985838,122057,118.6030365,19240,18.69554734
North Carolina,2019,NC,South,10488084,0.031952532,0.083516854,139391,68.68680905,125920,62.04879078,13471,6.63801827
North Dakota,2019,ND,Midwest,762062,0.002321664,0.011152833,183108,3.684792581,178711,3.596309102,4397,0.08848348
Ohio,2019,OH,Midwest,11689100,0.035611495,0.171070838,116098,99.39306448,105829,90.60163501,10269,8.791429475
Oklahoma,2019,OK,South,3956971,0.012055133,0.031509451,181037,20.76892569,177660,20.38150951,3377,0.387416175
Oregon,2019,OR,West,4217737,0.012849571,0.053833875,254799,15.06085581,248608,14.69491341,6191,0.365942403
Pennsylvania,2019,PA,Northeast,12801989,0.039001973,0.228677171,119280,106.5657277,115883,103.5308201,3397,3.034907587
Puerto Rico,2019,,,3193694,0.009729767,0,13791,269.8517149,8868,173.5222252,4924,96.34905693
Rhode Island,2019,RI,Northeast,1059361,0.003227402,0.018922972,4001,263.423894,2678,176.3182175,1324,87.17151604
South Carolina,2019,SC,South,5148714,0.015685844,0.040999328,82933,55.89631389,77857,52.47512222,5076,3.421191677
South Dakota,2019,SD,Midwest,884659,0.002695163,0.01294705,199729,4.086367027,196350,4.017234181,3379,0.069132846
Tennessee,2019,TN,South,6829174,0.020805459,0.05438087,109153,58.22387841,106798,56.96768542,2355,1.256192992
Texas,2019,TX,South,28995881,0.088337567,0.230894868,695662,36.28482079,676587,35.28989372,19075,0.994927072
Utah,2019,UT,West,3205958,0.00976713,0.040919844,219882,12.62191539,212818,12.21641967,7064,0.405495722
Vermont,2019,VT,Northeast,623989,0.001901017,0.011146084,24906,25.12964747,23871,24.08535352,1035,1.044293951
Virgin Islands,2019,,,,0,0,1898,0,348,0,1550,0
Virginia,2019,VA,South,8535519,0.026003934,0.067968534,110787,72.42455342,102279,66.86263641,8508,5.561917017
Washington,2019,WA,West,7614893,0.023199196,0.09719411,184661,36.51464034,172119,34.0346006,12542,2.480039744
West Virginia,2019,WV,South,1792147,0.005459876,0.014270908,62756,29.54680031,62259,29.3128026,497,0.233997701
Wisconsin,2019,WI,Midwest,5822434,0.01773837,0.08521175,169635,33.54540631,140268,27.73806734,29367,5.807338976
Wyoming,2019,WY,West,578759,0.001763222,0.007387099,253335,2.228223499,251470,2.211819777,1864,0.016394926
